employer,employer_rating,sector,industry,employer_founded,employer_revenue,location,average_base_salary,rating_range,estimator_0,estimator_1,job_title_category_AI / ML Engineer,job_title_category_Data Analyst,job_title_category_Data Engineer,job_title_category_Data Scientist,job_title_category_Statistician
755,3.88634903640257,14,21,1986.0,0,237,98352.0,2,1,0,0,0,0,1,0
615,4.3,0,2,2004.0,5,22,97703.0,3,1,0,0,0,0,1,0
169,4.2,13,12,1914.0,8,384,119500.0,3,0,1,0,0,0,1,0
200,3.0,14,51,1999.0,5,28,85819.0,1,1,0,0,0,1,0,0
1135,3.1,7,41,2001.0,7,345,92025.0,2,1,0,0,0,0,1,0
616,4.1,24,77,1986.0,0,376,112500.0,3,0,1,0,0,0,1,0
337,4.3,5,0,1972.0,4,127,90082.0,3,1,0,0,0,0,1,0
134,5.0,13,12,1986.0,0,383,102868.0,3,1,0,0,0,0,1,0
1183,4.2,11,47,1872.0,9,342,95536.0,3,1,0,0,0,0,1,0
846,3.2,21,81,1967.0,6,86,113545.0,2,1,0,0,0,0,1,0
800,5.0,24,77,1986.0,0,63,107506.0,3,1,0,0,0,0,1,0
105,4.3,6,56,2012.0,4,367,92347.0,3,1,0,0,0,0,1,0
623,3.5,21,42,1921.0,9,68,133850.0,2,0,1,0,0,0,1,0
621,4.2,13,12,1961.0,5,394,117278.0,3,1,0,0,0,0,1,0
1165,4.1,24,77,1986.0,7,394,95843.0,3,1,0,0,0,0,0,1
195,3.1,7,41,1963.0,9,396,156303.0,2,0,1,0,0,0,1,0
271,3.4,18,8,2018.0,0,291,113315.0,2,1,0,0,0,0,1,0
483,3.8,21,42,1978.0,9,15,90484.0,2,1,0,0,0,0,1,0
733,3.8,5,6,1889.0,8,73,120190.0,2,1,0,0,0,0,1,0
549,4.7,10,68,2007.0,3,159,99086.0,3,1,0,0,0,0,1,0
809,3.3,10,18,2014.0,0,187,128191.0,2,1,0,0,0,0,1,0
201,4.8,10,68,2006.0,4,363,80239.0,3,1,0,0,0,0,1,0
782,4.1,4,29,1965.0,7,316,118578.0,3,1,0,0,0,0,1,0
5,3.5,7,41,2011.0,2,3,100000.0,2,0,1,0,1,0,0,0
85,3.5,14,33,1852.0,9,324,184050.0,2,0,1,0,0,0,1,0
55,3.4,11,46,1931.0,9,73,104850.0,2,0,1,0,0,0,1,0
509,5.0,24,77,1986.0,0,315,119053.0,3,1,0,0,0,0,1,0
680,3.9,24,77,1986.0,0,265,95000.0,2,0,1,0,0,0,1,0
1143,4.7,24,77,1986.0,0,150,121754.0,3,1,0,0,0,0,1,0
1148,4.1,3,16,1853.0,7,324,87600.0,3,0,1,0,0,0,0,1
220,4.0,14,51,1925.0,9,242,110096.0,2,1,0,0,0,0,1,0
923,3.5,13,12,1986.0,4,18,105167.0,2,1,0,0,0,0,1,0
216,3.9,10,18,2013.0,0,331,163000.0,2,1,0,0,0,0,1,0
238,3.7,11,47,1792.0,9,170,86750.0,2,0,1,0,0,0,1,0
675,3.9,10,48,2004.0,9,221,169000.0,2,0,1,0,0,0,1,0
168,4.2,13,12,1914.0,8,259,119500.0,3,0,1,0,0,0,1,0
63,3.9,14,21,1919.0,9,317,105625.0,2,0,1,0,0,0,1,0
679,4.3,10,18,1975.0,9,308,138450.0,3,0,1,0,0,0,1,0
406,3.3,24,77,1986.0,0,312,115000.0,2,0,1,0,0,0,1,0
614,4.1,18,8,1876.0,9,164,99725.0,3,1,0,0,0,0,1,0
277,5.0,24,77,1986.0,0,360,99015.0,3,1,0,0,0,0,1,0
508,3.3,24,77,1986.0,0,312,144000.0,2,0,1,0,0,0,1,0
82,3.6,10,45,2009.0,3,384,119500.0,2,0,1,0,0,0,1,0
695,4.2,10,30,1986.0,2,15,107540.0,3,1,0,0,0,0,1,0
879,3.9,17,22,2011.0,0,344,165124.0,2,0,1,0,0,0,1,0
127,5.0,24,77,1986.0,0,78,103135.0,3,1,0,0,0,0,1,0
656,4.7,16,37,1986.0,3,174,85731.0,3,1,0,0,0,0,1,0
940,3.1,9,39,1998.0,5,289,113304.0,2,1,0,0,0,0,1,0
510,3.8,4,29,1997.0,0,154,91054.0,2,1,0,0,0,0,1,0
818,5.0,10,30,2016.0,0,73,106296.0,3,1,0,0,0,1,0,0
195,3.1,7,41,1963.0,9,252,129008.0,2,0,1,0,0,0,1,0
847,4.1,10,18,2006.0,0,331,117768.0,3,0,1,0,0,0,1,0
640,3.0,15,1,2003.0,5,312,133400.0,1,0,1,0,0,0,1,0
663,3.7,7,41,1833.0,9,166,141900.0,2,0,1,0,0,0,1,0
408,5.0,10,45,1986.0,0,124,108527.0,3,1,0,0,0,0,1,0
69,3.8,10,48,2006.0,9,339,111600.0,2,0,1,0,0,0,1,0
321,3.3,10,30,1986.0,3,124,106463.0,2,1,0,0,0,0,1,0
1041,4.1,15,61,1877.0,0,394,137021.0,3,1,0,0,0,0,1,0
368,3.9,24,77,1986.0,0,259,110340.0,2,1,0,0,0,0,1,0
679,4.3,10,18,1975.0,9,308,138450.0,3,0,1,0,0,0,1,0
1014,4.0,10,45,2006.0,3,312,159360.0,2,0,1,0,0,0,1,0
907,4.5,3,16,1923.0,4,176,93276.0,3,1,0,0,0,0,1,0
438,5.0,24,77,1986.0,0,184,102971.0,3,1,0,0,0,0,1,0
519,4.2,10,48,2004.0,7,312,201000.0,3,0,1,0,0,0,1,0
233,4.0,20,65,1946.0,8,15,135770.0,2,1,0,0,0,0,1,0
292,4.2,10,30,2011.0,6,312,142500.0,3,0,1,0,0,0,1,0
109,4.1,10,68,2022.0,0,306,125000.0,3,0,1,0,0,0,1,0
755,4.1,14,21,1986.0,0,237,98352.0,3,1,0,0,0,0,1,0
7,3.8,13,12,1979.0,2,313,101743.0,2,1,0,0,0,0,1,0
1143,4.9,24,77,1986.0,0,150,121754.0,3,1,0,0,0,0,1,0
406,3.6,24,77,1986.0,0,312,115000.0,2,0,1,0,0,0,1,0
508,3.6,24,77,1986.0,0,312,144000.0,2,0,1,0,0,0,1,0
949,3.9,24,77,1986.0,0,18,95000.0,2,0,1,0,0,0,1,0
820,4.6,3,16,1746.0,0,299,116699.0,3,1,0,0,0,0,1,0
505,4.1,10,18,1968.0,9,152,233162.0,3,0,1,0,0,0,1,0
32,4.3,10,18,1982.0,9,332,178300.0,3,0,1,0,0,0,1,0
136,3.4,14,51,1914.0,7,229,102510.0,2,1,0,0,0,0,1,0
564,4.1,6,56,1984.0,5,257,78400.0,3,0,1,0,0,0,1,0
861,3.6,14,14,2017.0,0,60,147821.0,2,1,0,0,0,0,1,0
505,4.1,10,18,1968.0,9,152,180906.0,3,0,1,0,0,0,1,0
1188,3.7,24,77,1986.0,0,80,114380.0,2,1,0,0,0,0,1,0
93,4.6,10,48,2011.0,0,99,197500.0,3,0,1,0,0,0,1,0
391,3.6,5,6,1913.0,5,77,115082.0,2,1,0,0,0,0,1,0
617,3.4,20,65,1959.0,0,100,100087.0,2,1,0,0,0,0,1,0
227,3.3,18,8,1947.0,7,253,50000.0,2,0,1,0,1,0,0,0
501,4.0,16,37,1963.0,5,286,98128.0,2,1,0,0,0,0,1,0
384,3.9,10,48,2004.0,9,331,140000.0,2,0,1,0,0,0,1,0
550,4.4,10,68,1983.0,9,243,185182.0,3,1,0,0,0,0,1,0
471,3.9,3,16,1957.0,0,26,69890.0,2,0,1,0,0,0,1,0
1126,4.3,5,6,2002.0,0,81,94497.0,3,1,0,0,0,0,1,0
1149,3.8,21,34,1902.0,8,395,132679.0,2,1,0,0,0,0,1,0
630,4.4,3,16,1861.0,7,56,117500.0,3,0,1,0,0,0,1,0
456,3.0,5,32,1999.0,7,312,134700.0,1,0,1,0,0,0,1,0
747,3.1,24,77,1986.0,0,68,102474.0,2,1,0,0,0,0,1,0
524,4.3,10,30,2013.0,0,312,145000.0,3,0,1,0,0,0,1,0
639,4.1,10,30,1990.0,6,15,104676.0,3,1,0,0,0,0,1,0
123,2.9,11,47,1900.0,8,87,162050.0,1,0,1,0,0,0,1,0
288,4.0,10,45,2014.0,0,165,80300.0,2,0,1,0,0,0,1,0
745,3.8,4,29,1964.0,7,76,92620.0,2,1,0,0,0,0,1,0
666,4.1,18,8,1891.0,9,305,115303.0,3,1,0,0,0,0,1,0
593,3.6,24,77,1986.0,0,312,127067.0,2,0,1,0,0,0,1,0
558,4.7,24,77,1986.0,0,315,117683.0,3,1,0,0,0,0,1,0
292,4.2,10,30,2011.0,6,312,225000.0,3,0,1,0,0,0,1,0
515,4.2,5,6,2017.0,0,224,129194.0,3,1,0,0,0,0,1,0
822,4.1,14,21,1837.0,9,215,100000.0,3,0,1,0,0,0,1,0
505,4.1,10,18,1968.0,9,285,137177.0,3,0,1,0,0,0,1,0
751,3.2,11,47,1887.0,0,73,92264.0,2,1,0,0,0,0,1,0
250,4.8,13,64,2013.0,0,17,109294.0,3,1,0,0,0,0,1,0
960,4.3,3,16,1891.0,9,362,187500.0,3,0,1,0,0,0,1,0
179,3.9,14,21,1845.0,7,222,90567.0,2,1,0,0,0,0,1,0
385,4.4,21,81,2017.0,0,312,185250.0,3,0,1,0,0,0,1,0
1020,3.5,6,71,1957.0,0,18,117251.0,2,0,1,0,0,0,1,0
175,3.9,14,76,1931.0,9,2,94837.0,2,1,0,0,0,0,1,0
1121,3.4,5,32,2009.0,0,332,124350.0,2,0,1,0,0,0,1,0
529,4.6,10,45,1986.0,0,317,101083.0,3,1,0,0,0,0,1,0
1012,3.5,7,41,2002.0,7,73,106090.0,2,1,0,0,0,0,1,0
1047,3.4,10,48,2016.0,0,243,145889.0,2,0,1,0,0,0,1,0
312,5.0,10,45,2021.0,2,252,130000.0,3,0,1,0,0,0,1,0
159,3.4,11,47,1937.0,5,41,159100.0,2,0,1,0,0,0,1,0
222,2.9,24,77,1986.0,0,275,103023.0,1,1,0,0,0,0,1,0
687,3.9,5,49,1935.0,9,252,162943.0,2,1,0,0,0,0,1,0
493,3.6,5,6,1866.0,9,82,98365.0,2,1,0,0,0,0,1,0
421,4.1,13,12,1979.0,7,166,113250.0,3,0,1,0,0,0,1,0
282,3.0,11,47,1987.0,6,296,100265.0,1,0,1,0,0,0,1,0
627,4.0,10,30,2007.0,3,78,111711.0,2,1,0,0,0,0,1,0
736,3.9,24,77,1986.0,0,56,141000.0,2,0,1,0,0,0,1,0
393,3.8,10,48,2015.0,0,52,145008.0,2,1,0,0,0,0,1,0
1170,3.3,4,29,1909.0,9,99,98434.0,2,0,1,0,0,0,1,0
960,4.3,3,16,1891.0,9,362,99000.0,3,0,1,0,0,0,1,0
899,3.3,13,64,1886.0,4,41,86500.0,2,0,1,0,0,0,1,0
1142,3.7,24,77,1986.0,3,19,100407.0,2,1,0,0,0,0,1,0
398,3.2,15,1,1986.0,1,41,117251.0,2,0,1,0,0,0,1,0
866,3.4,24,77,1986.0,0,310,200000.0,2,0,1,0,0,0,1,0
864,4.1,13,64,1963.0,5,252,81500.0,3,0,1,0,0,0,1,0
550,4.4,10,68,1983.0,9,330,159240.0,3,1,0,0,0,0,1,0
442,3.6,22,13,2003.0,4,88,96459.0,2,1,0,0,0,0,1,0
464,3.3,24,77,1986.0,0,73,100130.0,2,1,0,0,0,0,1,0
88,3.7,24,77,1986.0,0,312,112500.0,2,0,1,0,1,0,0,0
220,4.0,14,51,1925.0,9,242,120787.0,2,1,0,0,0,0,1,0
313,3.7,21,57,1980.0,0,252,150000.0,2,0,1,0,0,0,1,0
614,4.1,18,8,1876.0,9,164,114059.0,3,1,0,0,0,0,1,0
329,3.8,15,31,1923.0,9,179,107557.0,2,1,0,0,0,0,1,0
1116,3.5,10,68,1991.0,0,73,97046.0,2,1,0,0,0,0,1,0
782,4.1,4,29,1965.0,7,316,92955.0,3,1,0,0,0,0,1,0
1105,4.2,3,16,1861.0,7,344,117251.0,3,0,1,0,0,0,1,0
863,3.5,4,29,1998.0,8,285,96932.0,2,1,0,0,0,0,1,0
633,4.1,10,68,2016.0,0,55,215000.0,3,0,1,0,0,0,1,0
318,4.4,10,30,2017.0,0,312,172500.0,3,0,1,0,0,0,1,0
693,3.4,10,30,2012.0,5,182,75000.0,2,0,1,0,0,0,1,0
1038,4.2,3,16,1890.0,7,73,108786.0,3,1,0,0,0,0,1,0
452,4.3,10,48,2009.0,0,384,253500.0,3,0,1,0,0,0,1,0
936,3.0,24,77,1986.0,0,289,111388.0,1,1,0,0,0,0,1,0
117,4.0,10,68,2002.0,0,331,165911.0,2,1,0,0,0,0,1,0
168,4.2,13,12,1914.0,8,394,119550.0,3,0,1,0,0,0,1,0
98,4.1,14,28,1967.0,9,18,171000.0,3,0,1,0,0,0,1,0
146,3.9,18,8,1863.0,9,72,132500.0,2,0,1,0,0,0,1,0
160,2.9,10,18,1986.0,0,312,127500.0,1,0,1,0,0,0,1,0
1139,3.7,5,49,1983.0,7,384,131500.0,2,0,1,0,0,0,1,0
556,3.6,10,18,2013.0,2,312,135000.0,2,0,1,0,0,0,1,0
875,3.8,7,41,1915.0,7,257,98558.0,2,1,0,0,0,0,1,0
703,3.6,24,77,1986.0,0,312,120000.0,2,0,1,0,0,0,1,0
871,3.6,24,77,1986.0,0,312,112500.0,2,0,1,0,0,0,1,0
1143,3.7,24,77,1986.0,0,150,121754.0,2,1,0,0,0,0,1,0
1143,5.0,24,77,1986.0,0,150,121754.0,3,1,0,0,0,0,1,0
333,3.3,24,77,1986.0,0,312,145000.0,2,0,1,0,0,0,1,0
25,5.0,10,45,1986.0,0,360,97529.0,3,1,0,0,0,0,1,0
259,4.7,24,77,1986.0,0,150,70000.0,3,0,1,0,0,0,1,0
1175,2.9,14,21,2013.0,0,87,120000.0,1,0,1,0,0,0,1,0
361,4.5,7,41,1986.0,0,245,104183.0,3,1,0,0,0,0,1,0
228,3.2,7,41,1986.0,0,252,171000.0,2,0,1,0,0,0,1,0
957,4.0,24,77,1986.0,0,190,112500.0,2,0,1,0,0,0,1,0
115,3.3,24,77,1986.0,0,312,105000.0,2,0,1,0,0,0,1,0
1077,2.6,15,61,1933.0,5,394,121010.0,1,1,0,0,0,0,1,0
850,4.0,10,45,1986.0,0,164,106755.0,2,1,0,0,0,0,1,0
1008,4.0,24,77,1986.0,0,321,128000.0,2,0,1,0,0,0,1,0
29,3.0,10,45,2022.0,3,315,100654.0,1,1,0,0,0,0,1,0
94,3.7,14,21,2010.0,3,146,121000.0,2,0,1,0,0,0,1,0
538,4.1,24,77,1986.0,0,384,97500.0,3,0,1,0,0,0,1,0
320,3.7,10,45,2005.0,2,217,165000.0,2,0,1,0,0,0,1,0
746,3.1,24,77,1986.0,0,68,102474.0,2,1,0,0,0,0,1,0
666,4.1,18,8,1891.0,9,305,80500.0,3,0,1,0,0,0,1,0
794,3.5,10,30,2010.0,3,121,106121.0,2,1,0,0,0,0,1,0
1128,3.8,22,74,1986.0,7,58,125500.0,2,0,1,1,0,0,0,0
1093,4.1,3,16,1965.0,5,236,71500.0,3,0,1,0,0,0,1,0
556,2.9,10,18,2013.0,2,312,135000.0,1,0,1,0,0,0,1,0
703,2.9,24,77,1986.0,0,312,120000.0,1,0,1,0,0,0,1,0
814,4.4,10,68,2019.0,0,334,106167.0,3,1,0,0,0,0,1,0
701,3.1,24,77,1986.0,0,394,105650.0,2,1,0,0,0,0,1,0
630,4.4,3,16,1861.0,7,56,117500.0,3,0,1,0,0,0,1,0
824,4.6,10,45,2009.0,4,394,139568.0,3,1,0,0,0,0,1,0
417,4.4,1,75,2013.0,4,312,177500.0,3,0,1,0,0,0,1,0
217,2.6,24,77,1986.0,0,13,109582.0,1,1,0,0,0,0,1,0
530,3.1,24,77,1986.0,0,13,120000.0,2,0,1,0,0,0,1,0
933,4.0,13,12,2001.0,7,394,164029.0,2,1,0,0,0,0,1,0
1150,5.0,0,2,1986.0,0,365,58269.0,3,1,0,0,1,0,0,0
587,4.5,13,12,2007.0,4,160,81665.0,3,1,0,0,0,0,1,0
618,4.1,11,46,1966.0,7,94,123627.0,3,1,0,0,0,0,1,0
325,3.4,10,45,2012.0,0,350,109295.0,2,1,0,0,0,0,1,0
206,2.0,7,41,1986.0,0,87,108078.0,0,1,0,0,0,0,1,0
1053,4.9,24,77,1986.0,0,315,136610.0,3,1,0,0,0,0,1,0
872,4.0,24,77,1986.0,0,312,129600.0,2,0,1,0,1,0,0,0
983,3.8,6,56,2016.0,0,192,89179.0,2,1,0,0,0,0,1,0
569,4.0,11,47,1862.0,4,41,105253.0,2,1,0,0,0,0,1,0
1136,4.9,24,77,1986.0,0,66,98065.0,3,1,0,0,0,0,1,0
696,3.7,24,77,1986.0,0,394,153600.0,2,0,1,0,0,0,1,0
406,3.0,24,77,1986.0,0,312,115000.0,1,0,1,0,0,0,1,0
560,5.0,24,77,1986.0,0,124,90765.0,3,1,0,0,0,0,1,0
660,3.8,10,18,1987.0,9,312,141960.0,2,0,1,0,0,0,1,0
449,3.3,24,77,1986.0,0,312,75000.0,2,0,1,0,0,0,1,0
1098,3.3,7,41,1984.0,7,261,128550.0,2,1,0,0,0,0,1,0
855,4.0,24,77,1986.0,0,390,116500.0,2,0,1,0,0,0,1,0
1029,3.5,24,77,1986.0,0,328,85000.0,2,0,1,0,0,0,1,0
494,3.0,24,77,1986.0,0,312,125000.0,1,0,1,0,0,0,1,0
532,4.3,24,77,1986.0,0,394,94060.0,3,0,1,0,1,0,0,0
987,4.5,0,2,1972.0,5,259,111939.0,3,1,0,0,0,0,1,0
546,3.9,10,68,2001.0,5,331,202809.6,2,0,1,0,0,0,1,0
194,3.7,24,77,1986.0,0,124,104115.0,2,1,0,0,0,0,1,0
530,4.2,24,77,1986.0,0,13,120000.0,3,0,1,0,0,0,1,0
561,3.9,12,50,1958.0,5,157,96735.0,2,1,0,0,0,0,1,0
299,4.6,13,12,2005.0,4,13,102778.0,3,1,0,0,0,0,1,0
48,5.0,24,77,1986.0,0,10,165000.0,3,0,1,0,0,0,1,0
703,3.8,24,77,1986.0,0,312,120000.0,2,0,1,0,0,0,1,0
823,3.4,10,48,2005.0,0,220,112500.0,2,0,1,0,1,0,0,0
872,2.9,24,77,1986.0,0,312,129600.0,1,0,1,0,1,0,0,0
799,3.7,24,77,1986.0,0,312,115000.0,2,0,1,0,1,0,0,0
12,3.3,24,77,1986.0,0,312,144000.0,2,0,1,0,0,0,1,0
259,3.0,24,77,1986.0,0,150,80000.0,1,0,1,0,0,0,1,0
1011,3.8,10,68,2009.0,3,312,163200.0,2,0,1,0,0,0,1,0
1001,3.3,10,30,2017.0,3,55,135000.0,2,0,1,0,1,0,0,0
451,4.3,10,48,2009.0,0,384,253500.0,3,0,1,0,0,0,1,0
308,3.0,16,37,1986.0,2,317,115000.0,1,0,1,0,0,0,1,0
144,5.0,6,56,2013.0,0,150,119357.0,3,1,0,0,0,0,1,0
201,4.8,10,68,2006.0,4,363,80231.0,3,1,0,0,0,0,1,0
722,4.5,24,77,1986.0,0,331,187795.2,3,0,1,0,0,0,1,0
701,4.7,24,77,1986.0,0,394,105650.0,3,1,0,0,0,0,1,0
130,3.6,13,64,2002.0,5,321,114975.0,2,1,0,0,0,0,1,0
838,4.4,24,77,1986.0,1,287,113088.0,3,1,0,1,0,0,0,0
1042,4.7,24,77,1986.0,0,124,100304.0,3,1,0,0,0,0,1,0
331,3.5,24,77,1986.0,0,8,100000.0,2,0,1,0,0,0,1,0
642,4.0,8,44,1927.0,9,33,143096.0,2,0,1,0,0,0,1,0
195,3.1,7,41,1963.0,9,323,149618.0,2,0,1,0,0,0,1,0
1084,3.9,0,2,2006.0,0,99,114321.0,2,1,0,0,0,0,1,0
1030,3.7,13,12,2002.0,3,16,81171.0,2,1,0,0,0,0,1,0
115,3.6,24,77,1986.0,0,312,105000.0,2,0,1,0,0,0,1,0
929,4.7,10,18,2014.0,0,335,192500.0,3,0,1,1,0,0,0,0
1007,3.7,24,77,1986.0,0,312,96000.0,2,0,1,0,1,0,0,0
1024,3.8,13,12,1984.0,3,321,107008.0,2,1,0,0,0,0,1,0
333,3.6,24,77,1986.0,0,312,145000.0,2,0,1,0,0,0,1,0
334,4.0,5,0,1986.0,0,384,62500.0,2,0,1,0,0,0,1,0
117,4.0,10,68,2002.0,0,331,151887.0,2,1,0,0,0,0,1,0
195,3.1,7,41,1963.0,9,252,202009.0,2,0,1,0,0,0,1,0
286,3.2,6,71,1893.0,0,239,88873.0,2,1,0,0,0,0,1,0
540,3.5,24,77,1986.0,0,315,84545.0,2,1,0,0,0,0,1,0
765,2.7,17,7,1986.0,2,312,92160.0,1,0,1,0,0,0,1,0
83,1.0,24,77,1986.0,2,46,127400.0,0,1,0,0,0,0,1,0
528,3.7,9,70,1986.0,0,238,94596.0,2,0,1,0,0,0,1,0
357,4.4,13,12,1995.0,3,13,112271.0,3,1,0,0,0,0,1,0
198,4.0,6,71,1968.0,5,323,117251.0,2,0,1,0,0,0,1,0
108,4.2,10,30,2008.0,0,331,214500.0,3,0,1,0,0,0,1,0
152,3.3,10,45,2004.0,4,308,115200.0,2,0,1,0,0,0,1,0
413,3.8,5,6,1992.0,8,128,141619.0,2,1,0,0,0,0,1,0
1151,4.0,21,57,2004.0,6,193,99839.0,2,1,0,0,0,0,1,0
802,3.9,10,48,2010.0,5,331,203483.0,2,1,0,0,0,0,1,0
224,3.7,4,29,2020.0,7,42,90000.0,2,0,1,0,0,0,1,0
670,3.5,24,77,1986.0,0,285,72211.20000000001,2,0,1,0,0,0,1,0
977,3.6,21,52,1979.0,6,127,103702.0,2,1,0,0,0,0,1,0
183,4.0,14,33,1986.0,9,72,120001.0,2,1,0,0,0,0,1,0
503,4.2,10,45,1998.0,3,139,124800.0,3,0,1,0,0,0,1,0
1005,4.1,10,45,2003.0,3,407,70000.0,3,0,1,0,0,0,1,0
139,4.3,21,57,2011.0,0,312,179829.0,3,0,1,0,0,0,1,0
755,4.2,14,21,1986.0,0,237,98352.0,3,1,0,0,0,0,1,0
45,4.3,10,48,2008.0,0,312,278400.0,3,0,1,0,0,0,1,0
650,3.8,6,71,1986.0,7,41,101000.0,2,0,1,0,1,0,0,0
71,3.7,10,48,1994.0,9,18,111600.0,2,0,1,0,0,0,1,0
341,3.3,4,29,1987.0,0,312,129600.0,2,0,1,0,0,0,1,0
65,3.7,10,48,1994.0,9,344,81000.0,2,0,1,0,0,1,0,0
429,3.9,10,45,1997.0,7,8,107096.0,2,1,0,0,0,0,1,0
499,3.8,18,8,1990.0,7,39,100799.0,2,1,0,0,0,0,1,0
171,3.9,7,41,1869.0,0,41,56350.0,2,1,0,0,0,0,1,0
854,4.1,11,47,1977.0,7,252,115350.0,3,0,1,0,0,0,1,0
474,3.9,10,45,1967.0,9,289,189100.0,2,0,1,0,0,0,1,0
1171,4.2,3,16,1701.0,7,249,105822.0,3,1,0,0,0,0,1,0
465,4.0,13,12,1986.0,2,178,141912.0,2,1,0,0,0,0,1,0
1155,3.2,3,16,1986.0,1,352,79560.0,2,0,1,0,0,0,1,0
147,3.7,3,16,1900.0,7,157,91234.0,2,1,0,0,0,0,1,0
751,3.2,11,47,1887.0,0,73,92264.0,2,1,0,0,0,0,1,0
97,4.2,10,18,1976.0,9,93,186900.0,3,0,1,0,0,0,1,0
1027,3.7,1,69,1993.0,2,369,77063.0,2,1,0,0,0,0,1,0
1050,3.6,21,42,1938.0,9,46,126273.0,2,1,0,0,0,0,1,0
599,4.8,24,77,1986.0,0,274,151062.0,3,1,0,0,0,0,1,0
714,4.0,6,55,1986.0,0,252,80000.0,2,0,1,0,0,0,1,0
353,3.9,24,77,1986.0,0,18,80870.4,2,0,1,0,0,0,1,0
463,3.3,24,77,1986.0,0,73,100130.0,2,1,0,0,0,0,1,0
866,4.2,24,77,1986.0,0,310,200000.0,3,0,1,0,0,0,1,0
768,2.9,10,68,1986.0,0,312,140000.0,1,0,1,0,0,0,1,0
373,3.2,18,8,1987.0,8,81,38400.0,2,0,1,0,0,0,1,0
631,4.4,0,2,1951.0,0,191,134881.0,3,1,0,0,0,0,1,0
468,4.1,24,77,1986.0,3,199,210000.0,3,0,1,0,0,0,1,0
472,3.0,16,15,1970.0,5,252,72500.0,1,0,1,0,0,0,1,0
883,4.3,10,30,1972.0,9,274,157252.0,3,1,0,0,0,0,1,0
837,4.3,18,8,1986.0,0,312,120000.0,3,0,1,0,0,0,1,0
161,4.3,0,2,2019.0,0,10,114433.0,3,1,0,0,0,0,1,0
1072,4.1,6,56,1936.0,9,353,126277.0,3,0,1,0,0,0,1,0
1203,4.0,10,45,2006.0,3,262,117542.4,2,0,1,0,0,0,1,0
492,4.2,14,51,1946.0,6,47,97270.0,3,1,0,0,0,0,1,0
260,4.5,15,1,1986.0,0,245,57601.0,3,1,0,0,0,0,1,0
498,3.7,13,12,1969.0,7,315,129298.0,2,0,1,0,0,0,1,0
1047,3.4,10,48,2016.0,0,332,285500.0,2,0,1,0,0,0,1,0
354,4.9,10,45,1986.0,3,360,119272.0,3,1,0,0,0,0,1,0
276,4.4,9,70,1986.0,0,36,205000.0,3,0,1,0,0,0,1,0
1012,3.5,7,41,2002.0,7,302,122153.0,2,0,1,0,0,0,1,0
192,4.2,24,77,1986.0,0,152,83520.0,3,0,1,0,0,0,1,0
843,4.4,0,2,2003.0,3,160,98400.0,3,1,0,0,0,0,1,0
922,3.5,13,12,1986.0,4,18,105167.0,2,1,0,0,0,0,1,0
550,4.4,10,68,1983.0,9,15,158990.0,3,1,0,0,0,0,1,0
1175,3.6,14,21,2013.0,0,87,120000.0,2,0,1,0,0,0,1,0
612,1.0,18,8,2014.0,0,168,91587.0,0,1,0,0,1,0,0,0
675,3.9,10,48,2004.0,9,221,159000.0,2,0,1,0,0,0,1,0
1192,3.2,15,10,1972.0,8,252,117000.0,2,0,1,0,0,0,1,0
485,4.0,10,18,1885.0,9,15,121016.0,2,1,0,0,0,0,1,0
675,3.9,10,48,2004.0,9,252,115495.0,2,0,1,0,0,1,0,0
880,3.9,8,44,1968.0,8,224,109633.0,2,1,0,0,0,0,1,0
682,3.7,10,30,1938.0,7,132,165000.0,2,0,1,0,0,0,1,0
199,4.3,3,16,1891.0,5,277,106930.0,3,1,0,0,0,0,1,0
621,4.2,13,12,1961.0,5,217,128855.0,3,1,0,0,0,0,1,0
262,3.4,14,28,1947.0,5,298,97442.0,2,1,0,0,0,0,1,0
946,4.0,0,2,2001.0,4,189,113962.0,2,1,0,0,0,0,1,0
690,3.9,10,68,2010.0,5,312,202500.0,2,0,1,0,0,0,1,0
146,3.9,18,8,1863.0,9,72,97814.0,2,1,0,0,0,0,1,0
32,4.3,10,18,1982.0,9,332,193050.0,3,0,1,1,0,0,0,0
827,3.7,13,53,1969.0,0,384,127500.0,2,0,1,0,0,0,1,0
215,3.6,5,49,2012.0,0,331,176035.0,2,1,0,0,0,0,1,0
422,3.0,10,45,1986.0,0,394,139505.0,1,1,0,0,0,0,1,0
559,4.0,5,6,1799.0,9,407,114298.0,2,1,0,0,0,0,1,0
959,4.0,7,41,1957.0,7,310,110841.6,2,0,1,0,0,0,1,0
1185,4.0,18,8,1963.0,7,147,100853.0,2,1,0,0,0,0,1,0
128,3.7,24,77,1986.0,0,78,78862.0,2,1,0,0,0,0,1,0
1036,4.1,11,47,1853.0,9,143,142550.0,3,0,1,0,0,0,1,0
162,4.3,13,12,2013.0,0,312,112500.0,3,0,1,0,0,0,1,0
805,4.1,10,30,2012.0,0,331,226800.0,3,0,1,0,0,0,1,0
910,3.2,3,59,1986.0,6,344,106642.0,2,0,1,0,0,0,1,0
617,3.4,20,65,1959.0,0,100,94082.0,2,1,0,0,0,0,1,0
97,4.2,10,18,1976.0,9,18,137011.0,3,1,0,0,0,0,1,0
90,4.0,7,41,1986.0,2,126,85517.0,2,1,0,0,0,0,1,0
519,4.2,10,48,2004.0,7,312,170000.0,3,0,1,0,0,0,1,0
