employer,employer_rating,sector,industry,employer_founded,employer_revenue,location,min_salary,max_salary,average_base_salary,rating_range,estimator_0,estimator_1,job_title_category_AI / ML Engineer,job_title_category_Data Analyst,job_title_category_Data Engineer,job_title_category_Data Scientist,job_title_category_Statistician
922,4.2,12,50,1866.0,7,73,125000.0,174000.0,147171.0,3,1,0,0,0,0,1,0
293,4.2,10,30,2011.0,6,313,115000.0,175000.0,145000.0,3,0,1,0,0,0,1,0
386,4.4,21,81,2017.0,0,313,183000.0,251000.0,217000.0,3,0,1,0,0,0,1,0
316,4.0,13,12,1850.0,9,94,98000.0,131000.0,113366.0,2,1,0,0,0,0,1,0
837,3.9,10,18,1986.0,3,395,99000.0,143000.0,119132.0,2,1,0,0,0,0,1,0
301,4.6,13,12,2005.0,4,13,80000.0,132000.0,102778.0,3,1,0,0,0,0,1,0
940,3.9,10,18,2018.0,0,369,135000.0,168000.0,150221.0,2,1,0,0,0,0,1,0
872,3.0,24,77,1986.0,0,313,100000.0,125000.0,112500.0,1,0,1,0,0,0,1,0
196,3.1,7,41,1963.0,9,397,83000.0,175000.0,129008.0,2,0,1,0,0,0,1,0
1057,4.1,10,30,2014.0,0,200,70000.0,85000.0,77500.0,3,0,1,0,0,0,1,0
506,4.1,10,18,1968.0,9,286,123000.0,185000.0,154271.0,3,0,1,0,0,0,1,0
1054,4.7,24,77,1986.0,0,316,114000.0,164000.0,136610.0,3,1,0,0,0,0,1,0
907,4.3,4,29,1836.0,9,203,97000.0,126000.0,110474.0,3,1,0,0,0,0,1,0
257,3.6,4,29,1986.0,7,158,81000.0,121000.0,99291.0,2,1,0,0,0,0,1,0
797,3.6,10,45,2017.0,8,0,86000.0,138000.0,112000.0,2,0,1,0,0,0,1,0
158,3.3,10,68,2001.0,6,385,113000.0,174000.0,143350.0,2,0,1,0,0,0,1,0
92,4.0,7,41,1986.0,2,127,69000.0,107000.0,85517.0,2,1,0,0,0,0,1,0
1191,3.2,14,21,1977.0,7,277,86000.0,137000.0,108620.0,2,1,0,0,0,0,1,0
451,4.1,21,81,1927.0,9,181,83000.0,117000.0,98911.0,3,1,0,0,0,0,1,0
813,3.7,5,6,1991.0,5,334,66000.0,104000.0,82980.0,2,1,0,0,0,0,1,0
945,4.1,23,3,1967.0,9,94,184000.0,184000.0,183950.0,3,0,1,0,0,0,1,0
442,3.4,4,29,1933.0,9,392,128000.0,169000.0,147222.0,2,1,0,0,0,0,1,0
659,3.8,7,41,1986.0,9,321,85344.0,128006.4,106675.2,2,0,1,0,1,0,0,0
1038,4.1,11,47,1853.0,9,144,108000.0,178000.0,142550.0,3,0,1,0,0,0,1,0
1185,2.4,15,1,2000.0,0,253,80000.0,130000.0,105000.0,1,0,1,0,0,0,1,0
391,3.8,6,56,1908.0,0,75,75000.0,117000.0,93234.0,2,1,0,0,0,0,1,0
151,4.0,14,17,2012.0,4,398,80000.0,120000.0,100000.0,2,0,1,0,0,0,1,0
711,4.2,10,48,1997.0,8,201,130000.0,208000.0,164645.0,3,1,0,0,0,0,1,0
117,4.3,10,18,2017.0,0,29,70000.0,120000.0,95000.0,3,0,1,0,0,0,1,0
382,3.7,5,32,1968.0,8,41,97000.0,123000.0,109136.0,2,1,0,0,0,0,1,0
256,3.8,10,48,1986.0,0,313,190000.0,246000.0,218000.0,2,0,1,0,0,0,1,0
925,3.5,21,57,1910.0,8,85,106000.0,148000.0,125168.0,2,1,0,0,0,0,1,0
943,4.1,3,16,1911.0,0,94,90000.0,120000.0,103668.0,3,1,0,0,0,0,1,0
796,3.5,10,30,2010.0,3,122,90000.0,126000.0,106121.0,2,1,0,0,0,0,1,0
1084,3.9,23,3,1926.0,9,73,93000.0,123000.0,106982.0,2,1,0,0,0,0,1,0
1118,3.7,5,49,1975.0,0,209,112000.0,146000.0,127727.0,2,1,0,0,0,0,1,0
790,4.6,24,77,1986.0,0,274,88000.0,120000.0,103085.0,3,1,0,0,0,0,1,0
174,4.3,10,45,2007.0,0,361,106000.0,140000.0,121848.0,3,1,0,0,0,0,1,0
1134,4.3,10,30,2013.0,0,413,69000.0,103000.0,84210.0,3,1,0,0,0,0,1,0
365,3.9,5,6,2004.0,7,73,94000.0,139000.0,114200.0,2,1,0,0,0,0,1,0
876,3.8,7,41,1915.0,7,258,84000.0,117000.0,99480.0,2,1,0,0,0,0,1,0
774,3.8,15,1,1926.0,8,253,70000.0,105000.0,87500.0,2,0,1,0,0,0,1,0
568,4.2,18,8,1887.0,9,157,95000.0,129000.0,111036.0,3,1,0,0,0,0,1,0
23,4.0,11,47,1985.0,9,362,103000.0,130000.0,115848.0,2,1,0,0,0,0,1,0
78,3.5,11,46,1986.0,0,123,34560.0,38400.0,36480.0,2,0,1,0,0,0,1,0
1048,3.4,10,48,2016.0,0,333,144000.0,240000.0,192000.0,2,0,1,0,0,0,1,0
20,3.6,10,18,1989.0,9,373,118000.0,161000.0,138012.0,2,1,0,0,0,0,1,0
1016,4.0,10,48,1998.0,0,275,72000.0,144000.0,108230.0,2,0,1,0,0,0,1,0
621,4.0,10,45,1986.0,0,8,102000.0,138000.0,118614.0,2,1,0,0,0,0,1,0
1128,3.2,15,1,1999.0,0,166,75000.0,100000.0,87500.0,2,0,1,0,1,0,0,0
431,4.0,11,47,2004.0,8,318,93000.0,93000.0,93100.0,2,0,1,0,0,0,1,0
831,4.3,5,49,1950.0,4,312,99000.0,128000.0,113500.0,3,0,1,0,0,0,1,0
486,4.0,10,18,1885.0,9,176,89000.0,114000.0,100811.0,2,1,0,0,0,0,1,0
573,4.2,18,8,1887.0,9,375,170000.0,195000.0,182500.0,3,0,1,0,0,0,1,0
513,4.2,5,0,1986.0,2,115,88000.0,121000.0,103197.0,3,1,0,0,0,0,1,0
676,3.9,10,48,2004.0,9,253,134000.0,204000.0,169000.0,2,0,1,0,0,0,1,0
573,4.2,18,8,1887.0,9,209,68000.0,102000.0,83379.0,3,1,0,0,0,0,1,0
32,3.5,15,1,2012.0,5,253,95000.0,105000.0,100000.0,2,0,1,0,0,0,1,0
761,3.8,10,30,1977.0,9,345,117000.0,158000.0,136049.0,2,1,0,0,0,0,1,0
285,3.7,14,28,1851.0,9,374,98000.0,136000.0,115611.0,2,1,0,0,0,0,1,0
451,4.1,21,81,1927.0,9,181,87000.0,114000.0,99810.0,3,1,0,0,0,0,1,0
100,3.8,2,4,1986.0,0,10,100000.0,185000.0,142500.0,2,0,1,0,0,0,1,0
348,3.4,18,8,2018.0,0,230,115000.0,130000.0,122500.0,2,0,1,0,0,0,1,0
98,4.2,10,18,1976.0,9,18,111000.0,153000.0,130271.0,3,1,0,0,0,0,1,0
708,3.7,6,56,1962.0,0,125,80000.0,192000.0,135818.0,2,0,1,0,0,0,1,0
134,5.0,10,45,2009.0,3,332,125000.0,169000.0,145481.0,3,1,0,0,0,0,1,0
680,4.3,10,18,1975.0,9,309,112000.0,218000.0,165200.0,3,0,1,0,0,0,1,0
1130,3.8,22,74,1986.0,7,58,94000.0,158000.0,125500.0,2,0,1,1,0,0,0,0
587,4.0,10,48,2012.0,0,41,111000.0,140000.0,124727.0,2,1,0,0,0,0,1,0
1101,4.2,3,16,1851.0,0,231,65000.0,93000.0,77748.0,3,1,0,0,0,0,1,0
756,3.88634903640257,14,21,1986.0,0,238,78000.0,124000.0,98352.0,2,1,0,0,0,0,1,0
616,4.3,0,2,2004.0,5,22,82000.0,117000.0,97703.0,3,1,0,0,0,0,1,0
170,4.2,13,12,1914.0,8,385,73000.0,166000.0,119500.0,3,0,1,0,0,0,1,0
201,3.0,14,51,1999.0,5,28,72000.0,103000.0,85819.0,1,1,0,0,0,1,0,0
1136,3.1,7,41,2001.0,7,346,79000.0,107000.0,92025.0,2,1,0,0,0,0,1,0
617,4.1,24,77,1986.0,0,377,100000.0,125000.0,112500.0,3,0,1,0,0,0,1,0
338,4.3,5,0,1972.0,4,128,72000.0,112000.0,90082.0,3,1,0,0,0,0,1,0
135,5.0,13,12,1986.0,0,384,83000.0,127000.0,102868.0,3,1,0,0,0,0,1,0
1184,4.2,11,47,1872.0,9,343,83000.0,110000.0,95536.0,3,1,0,0,0,0,1,0
847,3.2,21,81,1967.0,6,86,89000.0,145000.0,113545.0,2,1,0,0,0,0,1,0
801,5.0,24,77,1986.0,0,63,91000.0,127000.0,107506.0,3,1,0,0,0,0,1,0
106,4.3,6,56,2012.0,4,368,78000.0,110000.0,92347.0,3,1,0,0,0,0,1,0
624,3.5,21,42,1921.0,9,68,92000.0,175000.0,133850.0,2,0,1,0,0,0,1,0
622,4.2,13,12,1961.0,5,395,97000.0,143000.0,117278.0,3,1,0,0,0,0,1,0
1166,4.1,24,77,1986.0,7,395,78000.0,117000.0,95843.0,3,1,0,0,0,0,0,1
196,3.1,7,41,1963.0,9,397,107000.0,206000.0,156303.0,2,0,1,0,0,0,1,0
272,3.4,18,8,2018.0,0,292,90000.0,142000.0,113315.0,2,1,0,0,0,0,1,0
484,3.8,21,42,1978.0,9,15,77000.0,106000.0,90484.0,2,1,0,0,0,0,1,0
734,3.8,5,6,1889.0,8,73,103000.0,140000.0,120190.0,2,1,0,0,0,0,1,0
550,4.7,10,68,2007.0,3,160,83000.0,119000.0,99086.0,3,1,0,0,0,0,1,0
810,3.3,10,18,2014.0,0,188,108000.0,152000.0,128191.0,2,1,0,0,0,0,1,0
202,4.8,10,68,2006.0,4,364,64000.0,101000.0,80239.0,3,1,0,0,0,0,1,0
783,4.1,4,29,1965.0,7,317,97000.0,145000.0,118578.0,3,1,0,0,0,0,1,0
6,3.5,7,41,2011.0,2,3,100000.0,100000.0,100000.0,2,0,1,0,1,0,0,0
86,3.5,14,33,1852.0,9,325,141000.0,227000.0,184050.0,2,0,1,0,0,0,1,0
56,3.4,11,46,1931.0,9,73,88000.0,122000.0,104850.0,2,0,1,0,0,0,1,0
510,5.0,24,77,1986.0,0,316,102000.0,139000.0,119053.0,3,1,0,0,0,0,1,0
681,3.9,24,77,1986.0,0,266,90000.0,100000.0,95000.0,2,0,1,0,0,0,1,0
1144,4.7,24,77,1986.0,0,151,106000.0,140000.0,121754.0,3,1,0,0,0,0,1,0
1149,4.1,3,16,1853.0,7,325,65000.0,111000.0,87600.0,3,0,1,0,0,0,0,1
221,4.0,14,51,1925.0,9,243,95000.0,128000.0,110096.0,2,1,0,0,0,0,1,0
924,3.5,13,12,1986.0,4,18,91000.0,122000.0,105167.0,2,1,0,0,0,0,1,0
217,3.9,10,18,2013.0,0,332,129000.0,205000.0,163000.0,2,1,0,0,0,0,1,0
239,3.7,11,47,1792.0,9,171,66000.0,108000.0,86750.0,2,0,1,0,0,0,1,0
676,3.9,10,48,2004.0,9,222,134000.0,204000.0,169000.0,2,0,1,0,0,0,1,0
169,4.2,13,12,1914.0,8,260,73000.0,166000.0,119500.0,3,0,1,0,0,0,1,0
64,3.9,14,21,1919.0,9,318,86000.0,125000.0,105625.0,2,0,1,0,0,0,1,0
680,4.3,10,18,1975.0,9,309,94000.0,183000.0,138450.0,3,0,1,0,0,0,1,0
407,3.3,24,77,1986.0,0,313,100000.0,130000.0,115000.0,2,0,1,0,0,0,1,0
615,4.1,18,8,1876.0,9,165,81000.0,123000.0,99725.0,3,1,0,0,0,0,1,0
278,5.0,24,77,1986.0,0,361,83000.0,119000.0,99015.0,3,1,0,0,0,0,1,0
509,3.3,24,77,1986.0,0,313,134400.0,153600.0,144000.0,2,0,1,0,0,0,1,0
83,3.6,10,45,2009.0,3,385,115000.0,124000.0,119500.0,2,0,1,0,0,0,1,0
696,4.2,10,30,1986.0,2,15,91000.0,126000.0,107540.0,3,1,0,0,0,0,1,0
880,3.9,17,22,2011.0,0,345,139000.0,191000.0,165124.0,2,0,1,0,0,0,1,0
128,5.0,24,77,1986.0,0,78,88000.0,121000.0,103135.0,3,1,0,0,0,0,1,0
657,4.7,16,37,1986.0,3,175,70000.0,105000.0,85731.0,3,1,0,0,0,0,1,0
941,3.1,9,39,1998.0,5,290,96000.0,133000.0,113304.0,2,1,0,0,0,0,1,0
511,3.8,4,29,1997.0,0,155,79000.0,105000.0,91054.0,2,1,0,0,0,0,1,0
819,5.0,10,30,2016.0,0,73,90000.0,126000.0,106296.0,3,1,0,0,0,1,0,0
196,3.1,7,41,1963.0,9,253,83000.0,175000.0,129008.0,2,0,1,0,0,0,1,0
848,4.1,10,18,2006.0,0,332,82000.0,154000.0,117768.0,3,0,1,0,0,0,1,0
641,3.0,15,1,2003.0,5,313,93000.0,174000.0,133400.0,1,0,1,0,0,0,1,0
664,3.7,7,41,1833.0,9,167,106000.0,177000.0,141900.0,2,0,1,0,0,0,1,0
409,5.0,10,45,1986.0,0,125,91000.0,129000.0,108527.0,3,1,0,0,0,0,1,0
70,3.8,10,48,2006.0,9,340,112000.0,112000.0,111600.0,2,0,1,0,0,0,1,0
322,3.3,10,30,1986.0,3,125,90000.0,126000.0,106463.0,2,1,0,0,0,0,1,0
1042,4.1,15,61,1877.0,0,395,117000.0,160000.0,137021.0,3,1,0,0,0,0,1,0
369,3.9,24,77,1986.0,0,260,94000.0,130000.0,110340.0,2,1,0,0,0,0,1,0
680,4.3,10,18,1975.0,9,309,94000.0,183000.0,138450.0,3,0,1,0,0,0,1,0
1015,4.0,10,45,2006.0,3,313,159360.0,159360.0,159360.0,2,0,1,0,0,0,1,0
908,4.5,3,16,1923.0,4,177,76000.0,114000.0,93276.0,3,1,0,0,0,0,1,0
439,5.0,24,77,1986.0,0,185,85000.0,124000.0,102971.0,3,1,0,0,0,0,1,0
520,4.2,10,48,2004.0,7,313,164000.0,238000.0,201000.0,3,0,1,0,0,0,1,0
234,4.0,20,65,1946.0,8,15,119000.0,155000.0,135770.0,2,1,0,0,0,0,1,0
293,4.2,10,30,2011.0,6,313,110000.0,175000.0,142500.0,3,0,1,0,0,0,1,0
110,4.1,10,68,2022.0,0,307,120000.0,130000.0,125000.0,3,0,1,0,0,0,1,0
756,4.1,14,21,1986.0,0,238,78000.0,124000.0,98352.0,3,1,0,0,0,0,1,0
8,3.8,13,12,1979.0,2,314,82000.0,126000.0,101743.0,2,1,0,0,0,0,1,0
1144,4.9,24,77,1986.0,0,151,106000.0,140000.0,121754.0,3,1,0,0,0,0,1,0
407,3.6,24,77,1986.0,0,313,100000.0,130000.0,115000.0,2,0,1,0,0,0,1,0
509,3.6,24,77,1986.0,0,313,134400.0,153600.0,144000.0,2,0,1,0,0,0,1,0
950,3.9,24,77,1986.0,0,18,70000.0,120000.0,95000.0,2,0,1,0,0,0,1,0
821,4.6,3,16,1746.0,0,300,100000.0,137000.0,116699.0,3,1,0,0,0,0,1,0
506,4.1,10,18,1968.0,9,153,187000.0,280000.0,233162.0,3,0,1,0,0,0,1,0
33,4.3,10,18,1982.0,9,333,127000.0,229000.0,178300.0,3,0,1,0,0,0,1,0
137,3.4,14,51,1914.0,7,230,90000.0,117000.0,102510.0,2,1,0,0,0,0,1,0
565,4.1,6,56,1984.0,5,258,63000.0,94000.0,78400.0,3,0,1,0,0,0,1,0
862,3.6,14,14,2017.0,0,60,124000.0,176000.0,147821.0,2,1,0,0,0,0,1,0
506,4.1,10,18,1968.0,9,153,145000.0,217000.0,180906.0,3,0,1,0,0,0,1,0
1189,3.7,24,77,1986.0,0,80,99000.0,133000.0,114380.0,2,1,0,0,0,0,1,0
94,4.6,10,48,2011.0,0,99,165000.0,230000.0,197500.0,3,0,1,0,0,0,1,0
392,3.6,5,6,1913.0,5,77,98000.0,135000.0,115082.0,2,1,0,0,0,0,1,0
618,3.4,20,65,1959.0,0,100,86000.0,116000.0,100087.0,2,1,0,0,0,0,1,0
228,3.3,18,8,1947.0,7,254,50000.0,50000.0,50000.0,2,0,1,0,1,0,0,0
502,4.0,16,37,1963.0,5,287,80000.0,120000.0,98128.0,2,1,0,0,0,0,1,0
385,3.9,10,48,2004.0,9,332,109000.0,171000.0,140000.0,2,0,1,0,0,0,1,0
551,4.4,10,68,1983.0,9,244,163000.0,211000.0,185182.0,3,1,0,0,0,0,1,0
472,3.9,3,16,1957.0,0,26,61000.0,79000.0,69890.0,2,0,1,0,0,0,1,0
1127,4.3,5,6,2002.0,0,81,78000.0,114000.0,94497.0,3,1,0,0,0,0,1,0
1150,3.8,21,34,1902.0,8,396,110000.0,159000.0,132679.0,2,1,0,0,0,0,1,0
631,4.4,3,16,1861.0,7,56,110000.0,125000.0,117500.0,3,0,1,0,0,0,1,0
457,3.0,5,32,1999.0,7,313,107000.0,163000.0,134700.0,1,0,1,0,0,0,1,0
748,3.1,24,77,1986.0,0,68,89000.0,119000.0,102474.0,2,1,0,0,0,0,1,0
525,4.3,10,30,2013.0,0,313,130000.0,160000.0,145000.0,3,0,1,0,0,0,1,0
640,4.1,10,30,1990.0,6,15,89000.0,123000.0,104676.0,3,1,0,0,0,0,1,0
124,2.9,11,47,1900.0,8,87,139000.0,185000.0,162050.0,1,0,1,0,0,0,1,0
289,4.0,10,45,2014.0,0,166,64000.0,96000.0,80300.0,2,0,1,0,0,0,1,0
746,3.8,4,29,1964.0,7,76,75000.0,114000.0,92620.0,2,1,0,0,0,0,1,0
667,4.1,18,8,1891.0,9,306,103000.0,129000.0,115303.0,3,1,0,0,0,0,1,0
594,3.6,24,77,1986.0,0,313,122000.0,132000.0,127067.0,2,0,1,0,0,0,1,0
559,4.7,24,77,1986.0,0,316,100000.0,138000.0,117683.0,3,1,0,0,0,0,1,0
293,4.2,10,30,2011.0,6,313,185000.0,265000.0,225000.0,3,0,1,0,0,0,1,0
516,4.2,5,6,2017.0,0,225,105000.0,159000.0,129194.0,3,1,0,0,0,0,1,0
823,4.1,14,21,1837.0,9,216,85000.0,115000.0,100000.0,3,0,1,0,0,0,1,0
506,4.1,10,18,1968.0,9,286,110000.0,165000.0,137177.0,3,0,1,0,0,0,1,0
752,3.2,11,47,1887.0,0,73,71000.0,120000.0,92264.0,2,1,0,0,0,0,1,0
251,4.8,13,64,2013.0,0,17,95000.0,125000.0,109294.0,3,1,0,0,0,0,1,0
961,4.3,3,16,1891.0,9,363,176000.0,199000.0,187500.0,3,0,1,0,0,0,1,0
180,3.9,14,21,1845.0,7,223,77000.0,106000.0,90567.0,2,1,0,0,0,0,1,0
386,4.4,21,81,2017.0,0,313,156000.0,215000.0,185250.0,3,0,1,0,0,0,1,0
1021,3.5,6,71,1957.0,0,18,100000.0,135000.0,117251.0,2,0,1,0,0,0,1,0
176,3.9,14,76,1931.0,9,2,80000.0,112000.0,94837.0,2,1,0,0,0,0,1,0
1122,3.4,5,32,2009.0,0,333,73000.0,176000.0,124350.0,2,0,1,0,0,0,1,0
530,4.6,10,45,1986.0,0,318,84000.0,122000.0,101083.0,3,1,0,0,0,0,1,0
1013,3.5,7,41,2002.0,7,73,91000.0,124000.0,106090.0,2,1,0,0,0,0,1,0
1048,3.4,10,48,2016.0,0,244,114000.0,178000.0,145889.0,2,0,1,0,0,0,1,0
313,5.0,10,45,2021.0,2,253,120000.0,140000.0,130000.0,3,0,1,0,0,0,1,0
160,3.4,11,47,1937.0,5,41,140000.0,178000.0,159100.0,2,0,1,0,0,0,1,0
223,2.9,24,77,1986.0,0,276,83000.0,128000.0,103023.0,1,1,0,0,0,0,1,0
688,3.9,5,49,1935.0,9,253,131000.0,202000.0,162943.0,2,1,0,0,0,0,1,0
494,3.6,5,6,1866.0,9,82,81000.0,119000.0,98365.0,2,1,0,0,0,0,1,0
422,4.1,13,12,1979.0,7,167,96000.0,131000.0,113250.0,3,0,1,0,0,0,1,0
283,3.0,11,47,1987.0,6,297,79000.0,122000.0,100265.0,1,0,1,0,0,0,1,0
628,4.0,10,30,2007.0,3,78,95000.0,131000.0,111711.0,2,1,0,0,0,0,1,0
737,3.9,24,77,1986.0,0,56,113000.0,169000.0,141000.0,2,0,1,0,0,0,1,0
394,3.8,10,48,2015.0,0,52,124000.0,169000.0,145008.0,2,1,0,0,0,0,1,0
1171,3.3,4,29,1909.0,9,99,81000.0,116000.0,98434.0,2,0,1,0,0,0,1,0
961,4.3,3,16,1891.0,9,363,72000.0,126000.0,99000.0,3,0,1,0,0,0,1,0
900,3.3,13,64,1886.0,4,41,67000.0,106000.0,86500.0,2,0,1,0,0,0,1,0
1143,3.7,24,77,1986.0,3,19,84000.0,120000.0,100407.0,2,1,0,0,0,0,1,0
399,3.2,15,1,1986.0,1,41,100000.0,135000.0,117251.0,2,0,1,0,0,0,1,0
867,3.4,24,77,1986.0,0,311,170000.0,230000.0,200000.0,2,0,1,0,0,0,1,0
865,4.1,13,64,1963.0,5,253,79000.0,85000.0,81500.0,3,0,1,0,0,0,1,0
551,4.4,10,68,1983.0,9,331,141000.0,180000.0,159240.0,3,1,0,0,0,0,1,0
443,3.6,22,13,2003.0,4,88,83000.0,112000.0,96459.0,2,1,0,0,0,0,1,0
465,3.3,24,77,1986.0,0,73,85000.0,117000.0,100130.0,2,1,0,0,0,0,1,0
89,3.7,24,77,1986.0,0,313,100000.0,125000.0,112500.0,2,0,1,0,1,0,0,0
221,4.0,14,51,1925.0,9,243,107000.0,137000.0,120787.0,2,1,0,0,0,0,1,0
314,3.7,21,57,1980.0,0,253,140000.0,160000.0,150000.0,2,0,1,0,0,0,1,0
615,4.1,18,8,1876.0,9,165,99000.0,131000.0,114059.0,3,1,0,0,0,0,1,0
330,3.8,15,31,1923.0,9,180,91000.0,127000.0,107557.0,2,1,0,0,0,0,1,0
1117,3.5,10,68,1991.0,0,73,83000.0,114000.0,97046.0,2,1,0,0,0,0,1,0
783,4.1,4,29,1965.0,7,317,80000.0,108000.0,92955.0,3,1,0,0,0,0,1,0
1106,4.2,3,16,1861.0,7,345,100000.0,135000.0,117251.0,3,0,1,0,0,0,1,0
864,3.5,4,29,1998.0,8,286,82000.0,115000.0,96932.0,2,1,0,0,0,0,1,0
634,4.1,10,68,2016.0,0,55,180000.0,250000.0,215000.0,3,0,1,0,0,0,1,0
319,4.4,10,30,2017.0,0,313,150000.0,195000.0,172500.0,3,0,1,0,0,0,1,0
694,3.4,10,30,2012.0,5,183,75000.0,75000.0,75000.0,2,0,1,0,0,0,1,0
1039,4.2,3,16,1890.0,7,73,92000.0,129000.0,108786.0,3,1,0,0,0,0,1,0
453,4.3,10,48,2009.0,0,385,226000.0,281000.0,253500.0,3,0,1,0,0,0,1,0
937,3.0,24,77,1986.0,0,290,99000.0,126000.0,111388.0,1,1,0,0,0,0,1,0
118,4.0,10,68,2002.0,0,332,140000.0,197000.0,165911.0,2,1,0,0,0,0,1,0
169,4.2,13,12,1914.0,8,395,73000.0,166000.0,119550.0,3,0,1,0,0,0,1,0
99,4.1,14,28,1967.0,9,18,144000.0,198000.0,171000.0,3,0,1,0,0,0,1,0
147,3.9,18,8,1863.0,9,72,106000.0,159000.0,132500.0,2,0,1,0,0,0,1,0
161,2.9,10,18,1986.0,0,313,120000.0,135000.0,127500.0,1,0,1,0,0,0,1,0
1140,3.7,5,49,1983.0,7,385,113000.0,150000.0,131500.0,2,0,1,0,0,0,1,0
557,3.6,10,18,2013.0,2,313,130000.0,140000.0,135000.0,2,0,1,0,0,0,1,0
876,3.8,7,41,1915.0,7,258,81000.0,120000.0,98558.0,2,1,0,0,0,0,1,0
704,3.6,24,77,1986.0,0,313,110000.0,130000.0,120000.0,2,0,1,0,0,0,1,0
872,3.6,24,77,1986.0,0,313,100000.0,125000.0,112500.0,2,0,1,0,0,0,1,0
1144,3.7,24,77,1986.0,0,151,106000.0,140000.0,121754.0,2,1,0,0,0,0,1,0
1144,5.0,24,77,1986.0,0,151,106000.0,140000.0,121754.0,3,1,0,0,0,0,1,0
334,3.3,24,77,1986.0,0,313,140000.0,150000.0,145000.0,2,0,1,0,0,0,1,0
26,5.0,10,45,1986.0,0,361,81000.0,118000.0,97529.0,3,1,0,0,0,0,1,0
260,4.7,24,77,1986.0,0,151,70000.0,70000.0,70000.0,3,0,1,0,0,0,1,0
1176,2.9,14,21,2013.0,0,87,90000.0,150000.0,120000.0,1,0,1,0,0,0,1,0
362,4.5,7,41,1986.0,0,246,91000.0,120000.0,104183.0,3,1,0,0,0,0,1,0
229,3.2,7,41,1986.0,0,253,144000.0,198000.0,171000.0,2,0,1,0,0,0,1,0
958,4.0,24,77,1986.0,0,191,85000.0,140000.0,112500.0,2,0,1,0,0,0,1,0
116,3.3,24,77,1986.0,0,313,100000.0,110000.0,105000.0,2,0,1,0,0,0,1,0
1078,2.6,15,61,1933.0,5,395,101000.0,145000.0,121010.0,1,1,0,0,0,0,1,0
851,4.0,10,45,1986.0,0,165,88000.0,130000.0,106755.0,2,1,0,0,0,0,1,0
1009,4.0,24,77,1986.0,0,322,113000.0,143000.0,128000.0,2,0,1,0,0,0,1,0
30,3.0,10,45,2022.0,3,316,82000.0,123000.0,100654.0,1,1,0,0,0,0,1,0
95,3.7,14,21,2010.0,3,147,110000.0,132000.0,121000.0,2,0,1,0,0,0,1,0
539,4.1,24,77,1986.0,0,385,75000.0,120000.0,97500.0,3,0,1,0,0,0,1,0
321,3.7,10,45,2005.0,2,218,165000.0,165000.0,165000.0,2,0,1,0,0,0,1,0
747,3.1,24,77,1986.0,0,68,89000.0,119000.0,102474.0,2,1,0,0,0,0,1,0
667,4.1,18,8,1891.0,9,306,75000.0,86000.0,80500.0,3,0,1,0,0,0,1,0
795,3.5,10,30,2010.0,3,122,90000.0,126000.0,106121.0,2,1,0,0,0,0,1,0
1129,3.8,22,74,1986.0,7,58,94000.0,158000.0,125500.0,2,0,1,1,0,0,0,0
1094,4.1,3,16,1965.0,5,237,72000.0,72000.0,71500.0,3,0,1,0,0,0,1,0
557,2.9,10,18,2013.0,2,313,130000.0,140000.0,135000.0,1,0,1,0,0,0,1,0
704,2.9,24,77,1986.0,0,313,110000.0,130000.0,120000.0,1,0,1,0,0,0,1,0
815,4.4,10,68,2019.0,0,335,86000.0,132000.0,106167.0,3,1,0,0,0,0,1,0
702,3.1,24,77,1986.0,0,395,89000.0,126000.0,105650.0,2,1,0,0,0,0,1,0
631,4.4,3,16,1861.0,7,56,110000.0,125000.0,117500.0,3,0,1,0,0,0,1,0
825,4.6,10,45,2009.0,4,395,121000.0,161000.0,139568.0,3,1,0,0,0,0,1,0
418,4.4,1,75,2013.0,4,313,150000.0,205000.0,177500.0,3,0,1,0,0,0,1,0
218,2.6,24,77,1986.0,0,13,89000.0,135000.0,109582.0,1,1,0,0,0,0,1,0
531,3.1,24,77,1986.0,0,13,110000.0,130000.0,120000.0,2,0,1,0,0,0,1,0
934,4.0,13,12,2001.0,7,395,144000.0,187000.0,164029.0,2,1,0,0,0,0,1,0
1151,5.0,0,2,1986.0,0,366,49000.0,70000.0,58269.0,3,1,0,0,1,0,0,0
588,4.5,13,12,2007.0,4,161,66000.0,101000.0,81665.0,3,1,0,0,0,0,1,0
619,4.1,11,46,1966.0,7,94,107000.0,142000.0,123627.0,3,1,0,0,0,0,1,0
326,3.4,10,45,2012.0,0,351,93000.0,129000.0,109295.0,2,1,0,0,0,0,1,0
207,2.0,7,41,1986.0,0,87,90000.0,129000.0,108078.0,0,1,0,0,0,0,1,0
1054,4.9,24,77,1986.0,0,316,114000.0,164000.0,136610.0,3,1,0,0,0,0,1,0
873,4.0,24,77,1986.0,0,313,124800.0,134400.0,129600.0,2,0,1,0,1,0,0,0
984,3.8,6,56,2016.0,0,193,72000.0,111000.0,89179.0,2,1,0,0,0,0,1,0
570,4.0,11,47,1862.0,4,41,95000.0,117000.0,105253.0,2,1,0,0,0,0,1,0
1137,4.9,24,77,1986.0,0,66,82000.0,117000.0,98065.0,3,1,0,0,0,0,1,0
697,3.7,24,77,1986.0,0,395,153600.0,153600.0,153600.0,2,0,1,0,0,0,1,0
407,3.0,24,77,1986.0,0,313,100000.0,130000.0,115000.0,1,0,1,0,0,0,1,0
