employer,employer_rating,sector,industry,employer_founded,employer_revenue,location,min_salary,max_salary,rating_range,estimator_0,estimator_1,job_title_category_AI / ML Engineer,job_title_category_Data Analyst,job_title_category_Data Engineer,job_title_category_Data Scientist,job_title_category_Statistician,average_base_salary
950,3.9,24,77,1986.0,0,18,70000.0,120000.0,2,0,1,0,0,0,1,0,95000.0
573,4.2,18,8,1887.0,9,209,68000.0,102000.0,3,1,0,0,0,0,1,0,83379.0
728,3.7,14,33,1963.0,0,101,254000.0,380000.0,2,0,1,1,0,0,0,0,316993.0
560,4.0,5,6,1799.0,9,290,95000.0,145000.0,2,1,0,0,0,0,1,0,117224.0
72,3.7,10,48,1994.0,9,29,167000.0,167000.0,2,0,1,0,0,0,1,0,166700.0
169,4.2,13,12,1914.0,8,260,73000.0,166000.0,3,0,1,0,0,0,1,0,119500.0
148,3.7,3,16,1900.0,7,158,78000.0,106000.0,2,1,0,0,0,0,1,0,91234.0
169,4.2,13,12,1914.0,8,395,73000.0,166000.0,3,0,1,0,0,1,0,0,119550.0
709,3.8,7,41,1892.0,7,82,76000.0,111000.0,2,1,0,0,0,0,1,0,91575.0
99,4.1,14,28,1967.0,9,332,248000.0,341000.0,3,0,1,0,0,0,1,0,294500.0
467,4.8,10,45,2013.0,0,245,65000.0,101000.0,3,1,0,1,0,0,0,0,81124.0
216,3.6,5,49,2012.0,0,332,157000.0,197000.0,2,1,0,0,0,0,1,0,176035.0
796,3.5,10,30,2010.0,3,122,90000.0,126000.0,2,1,0,0,0,0,1,0,106121.0
98,4.2,10,18,1976.0,9,345,132000.0,243000.0,3,0,1,0,0,0,1,0,187400.0
20,3.6,10,18,1989.0,9,373,96000.0,144000.0,2,1,0,0,0,0,1,0,117379.0
611,3.8,10,68,1973.0,7,307,51000.0,87000.0,2,1,0,0,0,0,1,0,66844.0
428,3.9,14,76,1908.0,9,393,116000.0,182000.0,2,0,1,0,0,0,1,0,148850.0
1031,3.7,13,12,2002.0,3,16,81000.0,134000.0,2,1,0,0,0,0,1,0,104134.0
30,4.7,10,45,2022.0,3,316,82000.0,123000.0,3,1,0,0,0,0,1,0,100654.0
131,3.6,13,64,2002.0,5,322,98000.0,135000.0,2,1,0,0,0,0,1,0,114975.0
738,2.0,24,77,1986.0,0,257,120000.0,120000.0,0,0,1,0,0,0,1,0,120000.0
251,4.8,13,64,2013.0,0,17,95000.0,125000.0,3,1,0,0,0,0,1,0,109294.0
870,3.1,13,12,2016.0,0,13,78000.0,132000.0,2,1,0,0,0,0,1,0,101287.0
49,4.7,24,77,1986.0,0,10,165000.0,165000.0,3,0,1,0,0,0,1,0,165000.0
46,4.3,10,48,2008.0,0,332,185000.0,221000.0,3,0,1,0,0,0,1,0,203000.0
669,4.1,24,77,1986.0,2,395,103000.0,141000.0,3,1,0,0,0,0,1,0,120394.0
422,4.1,13,12,1979.0,7,167,82000.0,106000.0,3,0,1,0,1,0,0,0,94130.0
1111,3.5,4,29,1986.0,0,385,115000.0,145000.0,2,0,1,0,0,0,1,0,130000.0
196,3.1,7,41,1963.0,9,397,136000.0,268000.0,2,0,1,0,0,0,1,0,202009.0
180,3.9,14,21,1845.0,7,223,77000.0,106000.0,2,1,0,0,0,0,1,0,90567.0
732,4.0,24,77,1986.0,0,357,130000.0,180000.0,2,0,1,0,0,0,1,0,155000.0
98,4.2,10,18,1976.0,9,93,171000.0,257000.0,3,0,1,1,0,0,0,0,213600.0
357,4.3,7,41,2013.0,0,111,187000.0,187000.0,3,0,1,0,0,0,1,0,186923.0
170,4.2,13,12,1914.0,8,260,73000.0,166000.0,3,0,1,0,0,0,1,0,119500.0
690,3.5,7,41,2013.0,7,253,66000.0,99000.0,2,0,1,0,0,0,1,0,82356.0
572,4.0,3,16,1876.0,7,19,53000.0,94000.0,2,0,1,0,0,0,1,0,73400.0
560,4.0,5,6,1799.0,9,408,96000.0,137000.0,2,1,0,0,0,0,1,0,114298.0
386,4.4,21,81,2017.0,0,313,156000.0,215000.0,3,0,1,0,0,0,1,0,185250.0
518,2.9,14,40,2016.0,0,313,118000.0,144000.0,1,0,1,0,1,0,0,0,130950.0
502,4.0,16,37,1963.0,5,287,80000.0,120000.0,2,1,0,0,0,0,1,0,98128.0
869,4.0,18,8,1986.0,2,311,175000.0,210000.0,2,0,1,0,0,0,0,1,192500.0
1172,4.2,3,16,1701.0,7,250,71000.0,107000.0,3,1,0,0,0,0,0,1,87098.0
290,4.3,13,64,2007.0,0,268,157000.0,210000.0,3,1,0,0,0,0,1,0,181394.0
762,4.1,10,45,2006.0,3,27,134400.0,153600.0,3,0,1,0,0,0,1,0,144000.0
162,4.3,0,2,2019.0,0,10,96000.0,136000.0,3,1,0,0,0,0,1,0,114433.0
691,3.9,10,68,2010.0,5,313,190000.0,215000.0,2,0,1,0,0,0,1,0,202500.0
1125,3.8,22,74,2000.0,9,20,76000.0,111000.0,2,1,0,0,0,1,0,0,91958.0
306,4.0,18,8,1899.0,8,20,132000.0,179000.0,2,1,0,0,0,0,0,1,153939.0
419,4.4,1,75,2013.0,4,313,150000.0,205000.0,3,0,1,0,0,0,1,0,177500.0
680,4.3,10,18,1975.0,9,309,159000.0,277000.0,3,0,1,1,0,0,0,0,217550.0
963,3.3,11,47,1919.0,7,15,80000.0,109000.0,2,1,0,1,0,0,0,0,93332.0
799,3.5,11,47,2017.0,0,385,230000.0,320000.0,2,0,1,1,0,0,0,0,275000.0
272,3.4,18,8,2018.0,0,56,79000.0,109000.0,2,1,0,0,0,0,0,1,92883.0
1078,2.6,15,61,1933.0,5,395,101000.0,145000.0,1,1,0,0,0,0,1,0,121010.0
624,3.5,21,42,1921.0,9,68,75000.0,143000.0,2,0,1,0,0,0,1,0,109200.0
322,3.3,10,30,1986.0,3,125,90000.0,126000.0,2,1,0,0,0,0,1,0,106463.0
1098,4.0,3,16,1865.0,7,191,51000.0,85000.0,2,0,1,0,0,0,1,0,68221.0
85,3.5,10,48,1995.0,7,332,143000.0,228000.0,2,1,0,0,0,0,1,0,180458.0
298,1.0,24,77,1986.0,0,125,102000.0,146000.0,0,1,0,0,0,0,1,0,122103.0
497,4.0,10,48,2017.0,0,104,93000.0,134000.0,2,1,0,0,0,0,1,0,111705.0
1116,2.8,9,39,2016.0,0,378,87000.0,143000.0,1,1,0,0,0,0,1,0,111635.0
724,4.5,24,77,1986.0,0,332,172800.0,202809.6,3,0,1,0,0,0,1,0,187795.2
659,3.8,7,41,1986.0,9,286,102000.0,126000.0,2,1,0,1,0,0,0,0,113308.0
679,3.7,10,18,1978.0,9,333,184000.0,314000.0,2,0,1,1,0,0,0,0,249000.0
1100,4.3,3,16,1817.0,8,9,66000.0,94000.0,3,1,0,1,0,0,0,0,78957.0
857,3.6,10,18,1993.0,0,18,105000.0,148000.0,2,1,0,0,0,0,1,0,124821.0
636,3.7,10,30,2017.0,0,313,240000.0,300000.0,2,0,1,1,0,0,0,0,270000.0
1195,4.6,24,77,1986.0,0,171,96000.0,115200.0,3,0,1,0,0,1,0,0,105600.0
395,3.7,5,6,1864.0,7,35,52000.0,72000.0,2,1,0,0,0,0,1,0,61641.0
80,4.2,18,8,1980.0,9,395,160000.0,193000.0,3,0,1,0,0,0,1,0,176501.0
953,3.9,10,30,2003.0,7,313,163000.0,224000.0,2,0,1,0,0,0,1,0,193040.0
837,3.9,10,18,1986.0,3,395,99000.0,143000.0,2,1,0,0,0,0,1,0,119132.0
1092,4.3,3,16,1925.0,3,19,72000.0,114000.0,3,1,0,0,0,0,1,0,90697.0
676,3.9,10,48,2004.0,9,178,160000.0,231000.0,2,0,1,0,0,1,0,0,195500.0
972,4.0,14,40,1941.0,9,295,127000.0,280000.0,2,0,1,0,0,0,1,0,203000.0
849,4.7,10,30,2014.0,2,395,67000.0,110000.0,3,1,0,0,0,0,1,0,85689.0
1146,3.4,21,36,1962.0,9,369,143000.0,286000.0,2,0,1,1,0,0,0,0,214500.0
118,4.0,10,68,2002.0,0,332,171000.0,230000.0,2,1,0,1,0,0,0,0,198343.0
821,4.6,3,16,1746.0,0,300,100000.0,137000.0,3,1,0,0,0,0,1,0,116699.0
201,3.0,14,51,1999.0,5,28,72000.0,103000.0,1,1,0,0,0,1,0,0,85819.0
654,3.5,10,48,2015.0,7,332,185000.0,220000.0,2,0,1,0,0,0,1,0,202500.0
98,4.2,10,18,1976.0,9,93,200000.0,364000.0,3,0,1,0,0,0,1,0,281950.0
1069,3.1,6,56,1986.0,0,395,56000.0,89000.0,2,0,1,0,0,0,1,0,72425.0
680,4.3,10,18,1975.0,9,385,134000.0,257000.0,3,0,1,0,0,0,1,0,195200.0
434,4.3,3,16,1885.0,7,15,64000.0,92000.0,3,1,0,1,0,0,0,0,76533.0
814,3.2,10,30,2013.0,4,345,86000.0,127000.0,2,0,1,0,0,0,1,0,106400.0
1118,3.7,5,49,1975.0,0,209,107000.0,143000.0,2,1,0,0,0,0,1,0,123707.0
104,4.1,24,77,1986.0,0,395,50000.0,77000.0,3,1,0,0,0,0,0,1,62002.0
679,3.7,10,18,1978.0,9,40,83000.0,126000.0,2,1,0,0,0,1,0,0,102235.0
143,4.2,24,77,1986.0,0,212,62000.0,62000.0,3,0,1,0,1,0,0,0,62000.0
697,4.7,24,77,1986.0,0,395,153600.0,153600.0,3,0,1,0,0,0,1,0,153600.0
5,3.9,18,8,2013.0,9,166,142000.0,197000.0,2,1,0,0,0,0,0,1,166907.0
537,3.6,24,77,1986.0,0,313,115200.0,124800.0,2,0,1,0,0,0,1,0,120000.0
843,4.0,10,18,1985.0,9,331,149000.0,223000.0,2,0,1,0,1,0,0,0,185500.0
212,4.0,21,20,1889.0,0,97,98000.0,129000.0,2,1,0,0,0,0,1,0,112454.0
1039,4.2,3,16,1890.0,7,73,92000.0,129000.0,3,1,0,0,0,0,1,0,108786.0
667,4.1,18,8,1891.0,9,306,101000.0,159000.0,3,0,1,0,0,0,1,0,130100.0
358,4.4,13,12,1995.0,3,13,138000.0,177000.0,3,1,0,0,0,0,1,0,156161.0
131,3.6,13,64,2002.0,5,322,89000.0,127000.0,2,1,0,0,0,0,1,0,106164.0
820,4.1,10,45,1986.0,0,313,192000.0,230400.0,3,0,1,0,0,0,1,0,211200.0
482,4.1,10,18,1939.0,0,359,144000.0,222000.0,3,0,1,1,0,0,0,0,182700.0
329,3.8,5,6,1985.0,7,320,111000.0,143000.0,2,0,1,0,0,0,1,0,126947.0
653,3.4,7,41,1986.0,3,41,72000.0,102000.0,2,1,0,0,0,0,1,0,85340.0
17,3.8,14,14,1975.0,2,376,98000.0,124000.0,2,1,0,0,0,0,1,0,110386.0
358,4.4,13,12,1995.0,3,13,97000.0,130000.0,3,1,0,0,0,0,1,0,112271.0
730,3.0,24,77,1986.0,0,318,100000.0,120000.0,1,0,1,0,0,0,1,0,110000.0
783,4.1,4,29,1965.0,7,317,97000.0,145000.0,3,1,0,0,0,0,1,0,118578.0
416,4.7,24,77,1986.0,0,316,105000.0,142000.0,3,1,0,0,0,0,1,0,121948.0
152,5.0,24,77,1986.0,0,172,145000.0,200000.0,3,0,1,0,0,0,1,0,172500.0
846,4.4,0,2,2013.0,3,372,93000.0,131000.0,3,1,0,0,0,0,1,0,110170.0
698,3.9,10,30,2003.0,6,384,120000.0,183000.0,2,1,0,0,0,0,1,0,148077.0
1131,2.5,16,15,1986.0,3,385,80000.0,92000.0,1,0,1,0,0,0,1,0,86000.0
1037,4.1,11,47,1853.0,9,144,108000.0,178000.0,3,0,1,0,0,0,1,0,142550.0
680,4.3,10,18,1975.0,9,309,112000.0,218000.0,3,0,1,0,0,0,1,0,165200.0
1105,4.3,3,16,1819.0,7,69,100000.0,120000.0,3,0,1,0,0,0,1,0,110000.0
235,3.1,7,41,2009.0,4,253,118000.0,148000.0,2,0,1,0,0,0,1,0,132903.0
680,4.3,10,18,1975.0,9,309,134000.0,257000.0,3,0,1,0,0,0,1,0,195200.0
1054,4.9,24,77,1986.0,0,316,114000.0,164000.0,3,1,0,0,0,0,1,0,136610.0
711,4.2,10,48,1997.0,8,201,159000.0,239000.0,3,1,0,1,0,0,0,0,194812.0
806,4.1,10,30,2012.0,0,332,173000.0,281000.0,3,0,1,0,0,0,1,0,226800.0
425,3.7,0,2,1955.0,0,299,128000.0,229000.0,2,0,1,0,0,0,1,0,178744.0
883,4.1,10,45,1969.0,8,156,86000.0,137000.0,3,1,0,1,0,0,0,0,108762.0
109,4.2,10,30,2008.0,0,332,202000.0,316000.0,3,0,1,0,0,0,1,0,259000.0
543,4.4,13,12,2009.0,0,7,73000.0,113000.0,3,1,0,0,1,0,0,0,91015.0
1146,3.4,21,36,1962.0,9,30,68000.0,108000.0,2,1,0,0,0,0,1,0,85407.0
72,3.7,10,48,1994.0,9,29,135000.0,135000.0,2,0,1,0,0,1,0,0,134500.0
137,3.4,14,51,1914.0,7,230,80000.0,108000.0,2,1,0,0,0,0,1,0,92869.0
569,4.1,24,77,1986.0,0,388,90000.0,130000.0,3,0,1,1,0,0,0,0,110000.0
948,4.1,24,77,1986.0,0,310,61440.0,65280.0,3,0,1,0,0,0,1,0,63360.0
332,4.0,24,77,1986.0,0,8,100000.0,100000.0,2,0,1,0,0,0,1,0,100000.0
221,4.0,14,51,1925.0,9,243,108000.0,138000.0,2,1,0,0,0,0,1,0,122173.0
745,3.3,24,77,1986.0,0,385,115200.0,124800.0,2,0,1,0,0,0,1,0,120000.0
1176,3.6,14,21,2013.0,0,87,90000.0,150000.0,2,0,1,0,0,0,1,0,120000.0
98,4.2,10,18,1976.0,9,93,139000.0,257000.0,3,0,1,0,0,0,1,0,197700.0
711,4.2,10,48,1997.0,8,201,140000.0,227000.0,3,1,0,0,0,0,1,0,178472.0
484,3.8,21,42,1978.0,9,15,63000.0,91000.0,2,1,0,0,1,0,0,0,75954.0
263,3.4,14,28,1947.0,5,299,81000.0,118000.0,2,1,0,0,0,0,1,0,97442.0
63,3.1,22,74,1973.0,8,197,204000.0,258000.0,2,0,1,1,0,0,0,0,231000.0
510,5.0,24,77,1986.0,0,316,102000.0,139000.0,3,1,0,0,0,0,1,0,119053.0
771,3.9,5,49,1971.0,0,257,160000.0,240000.0,2,0,1,0,0,0,1,0,200000.0
414,3.8,5,6,1992.0,8,129,122000.0,165000.0,2,1,0,0,0,0,1,0,141619.0
522,3.9,13,64,1983.0,0,367,74000.0,116000.0,2,1,0,0,0,0,1,0,92692.0
758,3.6,3,27,2004.0,0,393,73000.0,108000.0,2,1,0,1,0,0,0,0,89109.0
867,4.2,24,77,1986.0,0,311,170000.0,230000.0,3,0,1,0,0,0,1,0,200000.0
755,5.0,10,45,1986.0,0,372,91000.0,132000.0,3,1,0,0,0,0,1,0,109535.0
346,4.0,0,2,1969.0,5,114,81000.0,117000.0,2,1,0,0,0,0,1,0,97160.0
186,3.1,21,25,1972.0,8,106,95000.0,125000.0,2,0,1,0,0,0,1,0,110000.0
371,4.1,15,80,1991.0,0,62,130000.0,179000.0,3,1,0,0,0,0,1,0,152469.0
803,3.9,10,48,2010.0,5,332,148000.0,198000.0,2,1,0,0,0,0,1,0,171470.0
1146,3.4,21,36,1962.0,9,369,143000.0,286000.0,2,0,1,0,0,0,1,0,214500.0
1165,4.2,10,30,2005.0,7,15,168000.0,252000.0,3,0,1,1,0,0,0,0,210000.0
676,3.9,10,48,2004.0,9,253,97000.0,134000.0,2,0,1,0,0,1,0,0,115495.0
825,4.6,10,45,2009.0,4,395,121000.0,161000.0,3,1,0,0,0,0,1,0,139568.0
98,4.2,10,18,1976.0,9,345,231000.0,346000.0,3,0,1,0,0,0,1,0,288400.0
473,3.0,16,15,1970.0,5,253,70000.0,75000.0,1,0,1,0,0,0,1,0,72500.0
543,4.4,13,12,2009.0,0,7,68000.0,112000.0,3,1,0,0,0,0,0,1,87490.0
233,4.0,20,65,1946.0,8,15,119000.0,155000.0,2,1,0,0,0,0,1,0,135770.0
677,4.4,24,77,1986.0,0,73,83000.0,115000.0,3,1,0,0,1,0,0,0,97718.0
873,2.9,24,77,1986.0,0,313,124800.0,134400.0,1,0,1,0,1,0,0,0,129600.0
167,3.5,14,33,1986.0,7,362,81000.0,114000.0,2,1,0,0,1,0,0,0,96181.0
562,3.9,12,50,1958.0,5,158,81000.0,116000.0,2,1,0,0,0,0,1,0,96735.0
526,3.9,10,45,2003.0,3,361,102000.0,140000.0,2,1,0,0,0,0,1,0,119374.0
803,3.9,10,48,2010.0,5,332,161000.0,206000.0,2,1,0,0,0,0,1,0,182506.0
776,3.9,5,0,1998.0,8,41,108000.0,156000.0,2,1,0,0,0,0,1,0,130047.0
1048,3.4,10,48,2016.0,0,333,145000.0,250000.0,2,0,1,0,0,0,1,0,197500.0
1048,3.4,10,48,2016.0,0,333,194000.0,355000.0,2,0,1,0,0,0,1,0,274500.0
516,4.2,5,6,2017.0,0,225,105000.0,159000.0,3,1,0,0,0,0,1,0,129194.0
434,4.3,3,16,1885.0,7,15,75000.0,113000.0,3,1,0,1,0,0,0,0,92290.0
38,4.0,13,12,1986.0,3,313,63000.0,90000.0,2,0,1,0,0,0,1,0,76500.0
545,4.6,10,45,2015.0,0,354,97000.0,136000.0,3,1,0,0,0,0,1,0,114847.0
1015,4.0,10,45,2006.0,3,263,69139.2,69139.2,2,0,1,0,0,0,1,0,69139.2
215,3.7,14,51,1902.0,9,289,61000.0,107000.0,2,0,1,0,0,0,1,0,84168.0
737,3.9,24,77,1986.0,0,56,113000.0,169000.0,2,0,1,0,0,0,1,0,141000.0
227,2.9,10,48,2007.0,3,385,219000.0,219000.0,1,0,1,1,0,0,0,0,219000.0
688,3.9,5,49,1935.0,9,253,106000.0,170000.0,2,1,0,1,0,0,0,0,134156.0
1054,4.7,24,77,1986.0,0,316,114000.0,164000.0,3,1,0,0,0,0,1,0,136610.0
214,4.4,3,16,1900.0,7,288,76000.0,112000.0,3,1,0,0,0,1,0,0,92075.0
572,4.0,3,16,1876.0,7,19,55000.0,97000.0,2,0,1,0,0,0,1,0,75900.0
388,4.1,1,69,2009.0,5,395,99000.0,153000.0,3,1,0,1,0,0,0,0,123072.0
377,3.8,14,21,2015.0,6,73,75000.0,111000.0,2,1,0,0,0,0,0,1,91493.0
1062,3.8,6,56,1775.0,0,393,96000.0,148000.0,2,0,1,0,0,0,1,0,122070.0
1114,4.5,9,39,1986.0,0,15,72000.0,104000.0,3,1,0,0,0,0,1,0,86311.0
453,4.3,10,48,2009.0,0,385,226000.0,281000.0,3,0,1,0,0,0,1,0,253500.0
277,4.4,9,70,1986.0,0,36,160000.0,250000.0,3,0,1,0,0,0,1,0,205000.0
1076,4.3,18,8,1887.0,0,385,139000.0,181000.0,3,0,1,0,0,0,1,0,160306.0
270,3.2,7,41,1997.0,6,285,76000.0,84000.0,2,0,1,0,1,0,0,0,79700.0
1006,4.1,10,45,2003.0,3,408,70000.0,70000.0,3,0,1,0,0,0,1,0,70000.0
138,4.0,24,77,1986.0,0,15,75000.0,101000.0,2,1,0,0,0,0,0,1,86940.0
77,3.7,2,4,1862.0,7,395,100000.0,130000.0,2,0,1,0,0,0,1,0,115000.0
707,4.2,4,29,1986.0,0,38,91000.0,118000.0,3,1,0,0,0,0,1,0,103767.0
385,3.9,10,48,2004.0,9,332,109000.0,171000.0,2,0,1,0,0,0,1,0,140000.0
1044,3.6,18,8,1902.0,9,325,88000.0,116000.0,2,1,0,0,0,0,1,0,101182.0
274,3.8,24,77,1986.0,0,332,190000.0,225000.0,2,0,1,1,0,0,0,0,207500.0
843,4.0,10,18,1985.0,9,18,148000.0,222000.0,2,0,1,1,0,0,0,0,185000.0
509,3.8,24,77,1986.0,0,313,134400.0,153600.0,2,0,1,0,0,0,1,0,144000.0
690,3.5,7,41,2013.0,7,253,66000.0,99000.0,2,0,1,0,0,0,1,0,82356.0
316,4.0,13,12,1850.0,9,285,79000.0,106000.0,2,1,0,0,0,0,1,0,91429.0
205,3.6,3,16,2011.0,3,313,92000.0,111000.0,2,0,1,0,0,0,1,0,101825.0
942,2.9,10,45,1986.0,0,195,78000.0,119000.0,1,1,0,0,0,0,1,0,96534.0
343,3.6,10,45,1992.0,0,313,140000.0,180000.0,2,0,1,0,1,0,0,0,160000.0
823,4.1,14,21,1837.0,9,216,85000.0,115000.0,3,0,1,0,0,0,1,0,100000.0
346,4.0,0,2,1969.0,5,114,113000.0,167000.0,2,1,0,0,0,0,1,0,137143.0
500,3.8,18,8,1990.0,7,39,84000.0,121000.0,2,1,0,0,0,0,1,0,100799.0
877,4.1,10,18,2008.0,4,11,181000.0,235000.0,3,0,1,0,0,1,0,0,208000.0
154,3.6,24,77,1986.0,0,73,86000.0,124000.0,2,1,0,0,0,0,1,0,103389.0
11,3.8,2,4,1990.0,9,18,100000.0,148000.0,2,0,1,1,0,0,0,0,124000.0
756,3.88634903640257,14,21,1986.0,0,238,78000.0,124000.0,2,1,0,0,0,0,1,0,98352.0
740,4.8,24,77,1986.0,0,340,83000.0,118000.0,3,1,0,0,0,1,0,0,98926.0
165,4.8,6,56,2016.0,0,401,75000.0,100000.0,3,0,1,0,0,0,1,0,87500.0
959,4.0,24,77,1986.0,0,191,85000.0,140000.0,2,0,1,0,0,0,1,0,112500.0
853,4.1,10,45,1880.0,9,307,55000.0,91000.0,3,1,0,0,0,0,1,0,70956.0
465,3.3,24,77,1986.0,0,73,85000.0,117000.0,2,1,0,0,0,0,1,0,100130.0
729,3.5,24,77,1986.0,0,244,165000.0,200000.0,2,0,1,1,0,0,0,0,182500.0
377,3.8,14,21,2015.0,6,18,70000.0,75000.0,2,0,1,0,0,0,1,0,72500.0
57,3.8,5,6,1919.0,8,68,72000.0,97000.0,2,1,0,0,1,0,0,0,84011.0
936,4.0,10,30,2012.0,7,336,240000.0,338000.0,2,0,1,0,0,0,1,0,289050.0
906,4.1,4,29,1926.0,9,222,190000.0,230000.0,3,0,1,0,0,0,1,0,210000.0
845,3.6,14,40,1937.0,7,331,65000.0,118000.0,2,0,1,0,0,0,1,0,91500.0
699,4.6,10,18,1993.0,8,340,140000.0,276000.0,3,0,1,1,0,0,0,0,208000.0
587,4.0,10,48,2012.0,0,41,125000.0,174000.0,2,1,0,0,0,0,1,0,147663.0
495,3.0,24,77,1986.0,0,313,100000.0,150000.0,1,0,1,0,0,0,1,0,125000.0
1022,4.0,22,74,2009.0,4,332,179000.0,235000.0,2,1,0,0,0,0,1,0,205120.0
1074,4.3,24,77,1986.0,0,13,139000.0,181000.0,3,0,1,0,0,0,1,0,160306.0
379,2.2,18,8,1994.0,0,4,310000.0,360000.0,1,0,1,0,0,0,0,1,334750.0
664,3.7,7,41,1833.0,9,217,165000.0,275000.0,2,0,1,0,0,0,1,0,219700.0
347,3.6,24,77,1991.0,3,313,65000.0,65000.0,2,0,1,0,0,0,1,0,65000.0
765,3.2,11,46,2012.0,7,253,131000.0,172000.0,2,0,1,0,0,0,1,0,151700.0
871,3.4,10,18,2016.0,5,253,159000.0,278000.0,2,0,1,1,0,0,0,0,218625.0
118,4.0,10,68,2002.0,0,332,162000.0,210000.0,2,1,0,1,0,0,0,0,184551.0
1080,3.9,7,41,1943.0,7,94,82000.0,101000.0,2,1,0,0,0,0,1,0,90720.0
639,4.3,0,2,1968.0,7,99,70000.0,117000.0,3,0,1,0,0,0,1,0,93700.0
26,5.0,10,45,1986.0,0,361,81000.0,118000.0,3,1,0,0,0,0,1,0,97529.0
334,3.6,24,77,1986.0,0,313,140000.0,150000.0,2,0,1,0,0,0,1,0,145000.0
383,3.4,5,32,2000.0,7,15,106000.0,144000.0,2,1,0,0,0,0,1,0,123883.0
924,3.5,13,12,1986.0,4,18,91000.0,122000.0,2,1,0,0,0,0,1,0,105167.0
118,4.0,10,68,2002.0,0,332,156000.0,207000.0,2,1,0,0,0,0,1,0,179572.0
360,3.0,13,12,1946.0,7,231,79000.0,107000.0,1,1,0,0,0,0,1,0,92015.0
425,3.7,0,2,1955.0,0,299,141000.0,252000.0,2,0,1,1,0,0,0,0,196617.0
373,3.9,18,58,2018.0,0,331,170000.0,185000.0,2,0,1,0,0,0,0,1,177500.0
397,4.2,10,30,2001.0,5,337,107000.0,159000.0,3,1,0,0,0,0,1,0,130064.0
1077,2.6,15,61,1933.0,5,395,101000.0,145000.0,1,1,0,0,0,0,1,0,121010.0
298,1.0,24,77,1986.0,0,218,107000.0,141000.0,0,1,0,0,0,1,0,0,122757.0
545,4.6,10,45,2015.0,0,316,98000.0,138000.0,3,1,0,0,0,0,1,0,116441.0
872,3.3,24,77,1986.0,0,313,100000.0,125000.0,2,0,1,0,0,0,1,0,112500.0
686,4.0,3,16,1893.0,5,45,56000.0,84000.0,2,1,0,0,0,0,1,0,68743.0
420,3.0,15,61,1906.0,7,165,120000.0,247000.0,1,0,1,0,0,0,1,0,183350.0
422,4.1,13,12,1979.0,7,167,96000.0,131000.0,3,0,1,0,0,0,1,0,113250.0
742,3.3,10,18,1998.0,5,313,95000.0,115000.0,2,0,1,0,0,0,1,0,105000.0
769,2.9,10,68,1986.0,0,313,120000.0,160000.0,1,0,1,0,0,0,1,0,140000.0
655,4.7,10,18,2016.0,0,275,140000.0,140000.0,3,0,1,0,0,0,1,0,140000.0
560,4.0,5,6,1799.0,9,253,128000.0,195000.0,2,0,1,1,0,0,0,0,161625.0
642,2.4,23,73,1980.0,3,104,99000.0,134000.0,1,1,0,0,0,0,1,0,114893.0
101,4.0,0,2,1979.0,5,30,57000.0,87000.0,2,1,0,0,0,0,1,0,70521.0
751,3.8,16,15,1986.0,0,246,72000.0,109000.0,2,0,1,0,1,0,0,0,90500.0
578,5.0,10,30,1986.0,0,71,100000.0,120000.0,3,0,1,0,0,0,1,0,110000.0
68,3.7,10,48,1994.0,9,332,136000.0,136000.0,2,0,1,0,0,0,1,0,136000.0
933,3.6,14,28,1962.0,7,256,49920.0,91200.0,2,0,1,0,0,0,1,0,70560.0
1119,4.1,10,45,1986.0,2,290,86400.0,86400.0,3,0,1,1,0,0,0,0,86400.0
12,3.7,11,47,1919.0,9,170,78000.0,110000.0,2,1,0,0,0,0,1,0,92531.0
977,3.88634903640257,23,73,2004.0,3,2,76000.0,112000.0,2,1,0,0,0,0,1,0,92529.0
716,3.6,11,46,1845.0,9,252,183000.0,183000.0,2,0,1,0,0,0,1,0,182500.0
409,5.0,10,45,1986.0,0,125,91000.0,129000.0,3,1,0,0,0,0,1,0,108527.0
542,4.9,10,45,2011.0,2,385,105600.0,115200.0,3,0,1,0,0,0,1,0,110400.0
635,3.4,21,25,1858.0,9,173,311000.0,577000.0,2,0,1,0,0,0,1,0,444240.0
701,3.4,24,77,1986.0,0,210,75000.0,101000.0,2,0,1,0,1,0,0,0,87761.0
871,3.4,10,18,2016.0,5,253,159000.0,278000.0,2,0,1,1,0,0,0,0,218625.0
858,3.4,10,18,1993.0,0,18,80000.0,114000.0,2,1,0,0,0,0,1,0,95175.0
695,3.9,10,30,1986.0,7,15,90000.0,123000.0,2,1,0,0,0,0,1,0,105213.0
876,3.8,7,41,1915.0,7,258,81000.0,120000.0,2,1,0,0,0,0,1,0,98558.0
967,3.7,6,71,1889.0,9,294,100000.0,135000.0,2,0,1,0,0,0,1,0,117251.0
734,3.8,5,6,1889.0,8,73,111000.0,140000.0,2,1,0,0,0,0,1,0,124648.0
601,4.4,9,39,2016.0,0,332,115200.0,124800.0,3,0,1,0,1,0,0,0,120000.0
853,4.1,10,45,1880.0,9,307,52000.0,83000.0,3,1,0,0,0,0,1,0,65606.0
146,4.4,0,2,1998.0,4,158,88000.0,138000.0,3,1,0,0,0,0,1,0,110211.0
1061,4.0,6,56,1950.0,0,395,148000.0,222000.0,2,0,1,0,0,1,0,0,184775.0
1183,3.9,10,18,2014.0,0,130,221000.0,319000.0,2,0,1,1,0,0,0,0,270000.0
